Hotel Id,HOTEL_NAME,LANDMARK,RATING,TOTAL REVIEWERS,PRICE PER NIGHT,Address Id
htl171,Americas Best Value Inn Austin University,4.2 miles to City center, 3,202 reviews,44,adr171
htl172,Natchez Grand Hotel,4.6 miles to City center, 4,816 reviews,86,adr172
htl173,Holiday Inn Express Hotel & Suites Natchez South,4.7 miles to City center, 4,223 reviews,127,adr173
htl174,Dunleith Historic Inn,4.0 miles to City center,4.5,292 reviews,,adr174
htl175,"Magnolia Bluffs Casino Hotel, BW Premier Collection",4.7 miles to City center,4.5,318 reviews,,adr175
htl176,"Hotel Vue, an Ascend Hotel Collection Member",5.0 miles to City center, 4,450 reviews,91,adr176
htl177,Monmouth Historic Inns and Gardens,3.3 miles to City center,4.5,819 reviews,,adr177
htl178,"Magnolia Bluffs Casino Hotel, BW Premier Collection",4.7 miles to City center,4.5,318 reviews,,adr178
htl179,FairBridge Inn Express,2.5 miles to City center, 2,88 reviews,40,adr179
htl180,Inlet Tower Hotel And Suites,0.6 miles to City center, 3,642 reviews,78,adr180
htl181,Inlet Tower Hotel And Suites,0.6 miles to City center, 3,642 reviews,78,adr181
htl182,SpringHill Suites Anchorage University Lake,3.6 miles to City center,4.5,510 reviews,,adr182
htl183,Aviator Hotel Anchorage,0.2 miles to City center, 3,199 reviews,89,adr183
htl184,Aptel Studio Hotel,2.6 miles to City center,3.5,51 reviews,84,adr184
htl185,La Quinta by Wyndham Anchorage Airport,2.1 miles to City center,4.5,192 reviews,,adr185
htl186,Extended Stay America - Anchorage - Downtown,0.4 miles to City center,2.5,137 reviews,,adr186
htl187,Holiday Inn Express Anchorage,3.0 miles to City center, 4,435 reviews,225,adr187
htl188,The Lakefront Anchorage,3.2 miles to City center, 4,947 reviews,183,adr188
htl189,Holiday Inn Resort Bar Harbor - Acadia Natl Park,0.9 miles to City center,3.5,"1,409 reviews",,adr189
htl190,Bar Harbor Motel,1.1 miles to City center,4.5,"1,924 reviews",,adr190
htl191,Castlemaine Inn,0.4 miles to City center,4.5,329 reviews,,adr191
htl192,Primrose Inn,0.4 miles to City center, 5,540 reviews,,adr192
htl193,The Bluenose Inn,0.8 miles to City center,4.5,"1,085 reviews",139,adr193
htl194,Best Western Acadia Park Inn,4.5 miles to City center,4.5,"1,503 reviews",,adr194
htl195,Atlantic Oceanside Hotel & Conference Center,1.0 mile to City center, 4,"1,377 reviews",,adr195
htl196,Civic Center Motor Inn,1.0 mile to City center, 3,365 reviews,82,adr196
htl197,Hotel G San Francisco,0.1 miles to City center, 4,"1,387 reviews",271,adr197
htl198,Pier 2620 Hotel Fisherman's Wharf,1.3 miles to City center, 4,"2,237 reviews",,adr198
htl199,"Hotel Del Sol, a Joie de Vivre Boutique Hotel",1.6 miles to City center, 4,"1,323 reviews",169,adr199
htl200,Days Inn by Wyndham San Francisco Downtown/Civic Cntr Area,1.1 miles to City center,3.5,839 reviews,166,adr200
htl201,Hotel Kabuki - a Joie de Vivre Boutique Hotel,1.1 miles to City center, 4,"2,527 reviews",224,adr201
htl202,Crowne Plaza San Francisco Airport,14 miles to City center,3.5,882 reviews,162,adr202
htl203,Holiday Inn Express and Suites Fisherman's Wharf,1.4 miles to City center, 4,"2,894 reviews",,adr203
htl204,Hotel Zephyr,1.4 miles to City center, 4,"3,010 reviews",239,adr204
htl205,Motel 6 San Antonio-Splashtown,3.7 miles to City center,2.5,18 reviews,,adr205
htl206,La Quinta by Wyndham San Antonio Downtown,0.6 miles to City center, 4,"1,021 reviews",,adr206
htl207,Hyatt Place San Antonio–North/Stone Oak,13 miles to City center,4.5,715 reviews,,adr207
htl208,Hotel Contessa - Luxury Suites on the Riverwalk,0.2 miles to City center,4.5,"3,678 reviews",175,adr208
htl209,Hyatt Regency San Antonio Riverwalk,0.1 miles to City center,4.5,"3,952 reviews",135,adr209
htl210,La Quinta Inn by Wyndham San Antonio Market Square,0.8 miles to City center, 4,905 reviews,,adr210
htl211,La Cantera Resort & Spa,15 miles to City center,4.5,"4,517 reviews",,adr211
htl212,Motel 6 San Antonio West - SeaWorld,9.8 miles to City center, 3,43 reviews,44,adr212
htl213,Crockett Hotel,0.1 miles to City center,4.5,"2,553 reviews",110,adr213
htl214,Sleep Inn & Suites Orlando International Airport,6.2 miles to City center, 4,311 reviews,71,adr214
htl215,Hyatt Place Lake Mary/Orlando North,15 miles to Orlando,4.5,765 reviews,117,adr215
htl216,Mount Dora Cottages,24 miles to Orlando, 5,308 reviews,,adr216
htl217,La Quinta by Wyndham Orlando Lake Mary,15 miles to Orlando, 4,"1,014 reviews",,adr217
htl218,Park Place Inn and Cottages,19 miles to Orlando, 3,2 reviews,125,adr218
htl219,Extended Stay America -Orlando-Lake Mary-1040 Greenwood Blvd,15 miles to Orlando, 4,118 reviews,72,adr219
htl220,Universal's Cabana Bay Beach Resort,7.5 miles to City center,4.5,"19,342 reviews",169,adr220
htl221,Universal's Aventura Hotel,7.5 miles to City center, 4,"1,065 reviews",169,adr221
htl222,Extended Stay America-Orlando-Lake Mary-1036 Greenwood Blvd,15 miles to Orlando, 4,294 reviews,90,adr222
htl223,Budget Inn Sanford,17 miles to Orlando, 3,208 reviews,67,adr223
htl224,Mount Dora Historic Inn,24 miles to Orlando, 5,308 reviews,,adr224
htl225,Best Western Plus Sanford Airport/Lake Mary Hotel,17 miles to Orlando,3.5,106 reviews,113,adr225
htl226,Comfort Inn & Suites Orlando North,19 miles to Orlando,4.5,450 reviews,134,adr226
htl227,Travelodge by Wyndham Deltona,24 miles to Orlando, 3,706 reviews,64,adr227
htl228,Lakeside Inn,24 miles to Orlando,3.5,"1,099 reviews",139,adr228
